"Код";"Наименование";"Сокращение";"Номер";"Код ППЗ-ПВК";"Код ЕРСЛ";"Признак наличия классов";"Признак наличия курсов";"Код типа";"Признак государственной принадлежности";"Вышестоящее ведомство";"Код ТЕ";"Текстовая запись адреса";"Код адреса";"ФИО руководителя";"Должность руководителя";"Телефон";"Электронная почта";"Сайт";"Состояние подписи";
"001493";"Государственное образовательное учреждение среднего профессионального образования Политехнический колледж № 31";"ГОУ СПО Политехнический колледж № 31";"31";"";"2667";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0609";"115280, город Москва, Автозаводская улица, дом 25";"3803930";"Бодров Александр Николаевич";"директор";"(495) 677-93-81";"31@prof.educom.ru";"k31.mskcollege.ru";"Запись не подписана";
"001494";"Государственное образовательное учреждение среднего профессионального образования Колледж сферы услуг № 32";"ГОУ СПО Колледж сферы услуг № 32";"32";"";"2634";"false";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0610";"119071, город Москва, улица Орджоникидзе, дом 15";"2102954";"Орлова Валентина Николаевна";"директор";"(495) 952-28-40";"32@prof.educom.ru";"k32.mskcollege.ru";"Запись не подписана";
"001495";"Государственное образовательное учреждение среднего профессионального образования Пищевой колледж № 33";"ГОУ СПО Пищевой колледж № 33";"33";"";"2633";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0606";"115404, город Москва, 6-я Радиальная улица, дом 10";"";"Терехина Ирина Николаевна";"директор";"(495) 327-51-49";"33@prof.educom.ru";"k33.mskcollege.ru";"Запись не подписана";
"001496";"Государственное образовательное учреждение среднего профессионального образования Технологический колледж № 34";"ГОУ СПО Технологический колледж № 34";"34";"";"2654";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0613";"115230, город Москва, Нагатинская улица, дом 4, корпус 1";"2123590";"Воронкина Нина Александровна";"директор";"(495) 111-15-91";"34@prof.educom.ru";"k34.mskcollege.ru";"Запись не подписана";
"001497";"Государственное образовательное учреждение среднего профессионального образования Колледж декоративно-прикладного искусства имени К. Фаберже № 36";"ГОУ СПО Колледж декоративно-прикладного искусства им. К. Фаберже № 36";"36";"";"2656";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0614";"115407, город Москва, Якорная улица, дом 6, корпус 1";"2124452";"Никулаева Мария Ивановна";"директор";"(499) 618-01-29";"36@prof.educom.ru";"k36.mskcollege.ru";"Запись не подписана";
"001498";"Государственное образовательное учреждение среднего профессионального образования Строительный колледж № 38";"ГОУ СПО Строительный колледж № 38";"38";"";"2646";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0709";"117321, город Москва, Профсоюзная улица, дом 154, корпус 7";"2108349";"Марков Юрий Мануилович";"директор";"(495) 339-07-55";"38@prof.educom.ru";"www.kollege38.ru";"Запись не подписана";
"001499";"Государственное образовательное учреждение среднего профессионального образования Политехнический колледж № 39";"ГОУ СПО Политехнический колледж № 39";"39";"";"2682;3218";"true";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0701";"117036, город Москва, улица Дмитрия Ульянова, дом 26, корпус 1";"2108443";"Мадилов Сергей Павлович";"директор";"(495) 125-31-62";"39@prof.educom.ru";"k39.mskcollege.ru";"Запись не подписана";
"001500";"Государственное образовательное учреждение среднего профессионального образования Колледж малого бизнеса № 40";"ГОУ СПО Колледж малого бизнеса № 40";"40";"";"2651;3468";"true";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0701";"117447, город Москва, улица Дмитрия Ульянова, дом 35, строение 2";"3000440";"Гордеев Александр Анатольевич";"директор";"(495) 129-51-54";"40@prof.educom.ru";"k40.mskcollege.ru";"Запись не подписана";
"001501";"Государственное образовательное учреждение среднего профессионального образования Строительный колледж № 41";"ГОУ СПО Строительный колледж № 41";"41";"";"2685";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0807";"121351, город Москва, Бобруйская улица, дом 7";"2126550";"Кулаков Андрей Викторович";"директор";"(495) 417-07-24";"41@prof.educom.ru";"k41.mskcollege.ru";"Запись не подписана";
"001502";"Государственное образовательное учреждение среднего профессионального образования Политехнический колледж № 42";"ГОУ СПО Политехнический колледж № 42";"42";"";"2678";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0809";"121471, город Москва, Гродненская улица, дом 5";"2127040";"Бокатюк Наталья Алексеевна";"директор";"(495) 443-19-74";"42@prof.educom.ru";"pk42.ru";"Запись не подписана";
"001503";"Государственное образовательное учреждение среднего профессионального образования Технологический колледж № 43";"ГОУ СПО Технологический колледж № 43";"43";"";"";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0820";"119530, город Москва, Очаковское шоссе, дом 26";"2116954";"Исаев Виктор Николаевич";"директор";"(495) 441-51-53";"43@prof.educom.ru";"www.tk43.ru";"Запись не подписана";
"001504";"Государственное образовательное учреждение среднего профессионального образования Колледж сферы услуг № 44";"ГОУ СПО Колледж сферы услуг № 44";"44";"";"2699";"false";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0815";"119607, город Москва, улица Раменки, дом 4";"2116960";"Плесенкова Наталья Юрьевна";"директор";"(495) 932-68-10";"44@prof.educom.ru";"www.ksu44.ru";"Запись не подписана";
"001505";"Государственное образовательное учреждение среднего профессионального образования Банковский колледж № 45";"ГОУ СПО Банковский колледж № 45";"45";"";"2689";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0807";"121351, город Москва, Ярцевская улица, дом 10, строение 1";"";"Мохов Михаил Александрович";"директор";"(495) 141-24-73";"45@prof.educom.ru";"k45.mskcollege.ru";"Запись не подписана";
"001506";"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 46";"ГБОУ СПО Строительный колледж № 46";"46";"";"2625";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0907";"123182, город Москва, улица Академика Бочвара, дом 2, корпус 2, строение 1";"2109858";"Лебедев Владимир Александрович";"директор";"(495) 190-49-45";"46@prof.educom.ru";"k46.mskcollege.ru";"Запись не подписана";
"001507";"Государственное образовательное учреждение среднего профессионального образования Политехнический колледж № 47 имени В.Г. Федорова";"ГОУ СПО Политехнический колледж № 47 им. В.Г. Федорова";"47";"";"2675";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0903";"125371, город Москва, Волоколамское шоссе, дом 112, корпус 3";"2113723";"Колосова Ольга Александровна";"директор";"(495) 491-65-10";"47@prof.educom.ru";"k47.umcpo.ru";"Запись не подписана";
"001508";"Государственное образовательное учреждение среднего профессионального образования Колледж малого бизнеса № 48";"ГОУ СПО Колледж малого бизнеса № 48";"48";"";"2707";"false";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0906";"123308, город Москва, улица Мнёвники, дом 4";"2114776";"Радов Виктор Петрович";"директор";"(495) 191-95-54";"48@prof.educom.ru";"www.college48.ru";"Запись не подписана";
"001509";"Государственное бюджетное образовательное учреждение среднего профессионального образования Технологический колледж № 49";"ГБОУ СПО ТК № 49";"49";"450000002779";"2641";"false";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"1005";"124527, город Москва, город Зеленоград, корпус 855";"2106476";"Копейкин Юрий Константинович";"директор";"(495) 531-90-98";"49@prof.educom.ru";"k49.profedu.ru";"Запись не подписана";
"001510";"Государственное бюджетное образовательное учреждение среднего профессионального образования Политехнический колледж № 50";"ГБОУ СПО ПК № 50";"50";"450000002780";"2701;3444";"true";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"1011";"124460, город Москва, 3-й Западный проезд, дом 4";"2118625";"Андреев Виктор Васильевич";"директор";"(495) 536-56-03";"50@prof.educom.ru";"k50.profedu.ru";"Запись не подписана";
"001511";"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж технологий и управления № 51";"ГБОУ СПО Колледж технологий и управления № 51";"51";"";"3455";"false";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0104";"107140, город Москва, улица Лобачика, дом 1, строение 1";"2114250";"Корчагина Маргарита Ивановна";"директор";"(499) 264-72-55";"51@prof.educom.ru";"www.kkp-51.ru";"Запись не подписана";
"001512";"Государственное образовательное учреждение среднего профессионального образования Железнодорожный колледж № 52";"ГОУ СПО Железнодорожный колледж № 52";"52";"";"2661";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0104";"129090, город Москва, Каланчёвская улица, дом 26";"";"Запорожченко Михаил Николаевич";"директор";"(495) 680-34-21";"52@prof.educom.ru";"k52.mskcollege.ru";"Запись не подписана";
"001513";"Государственное образовательное учреждение среднего профессионального образования Колледж метростроя № 53 имени Героя Советского Союза М.Ф. Панова";"ГОУ КМ № 53 им. М.Ф. Панова";"53";"";"2658";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0307";"129336, город Москва, Стартовая улица, дом 1, корпус 2";"2125210";"Федорцов Владимир Алексеевич";"директор";"(495) 474-41-65";"53@prof.educom.ru";"k53.mskcollege.ru";"Запись не подписана";
"001514";"Государственное образовательное учреждение среднего профессионального образования Колледж связи № 54";"ГОУ СПО Колледж связи № 54";"54";"";"2619";"false";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0107";"115172, город Москва, улица Большие Каменщики, дом 7";"4301150";"Павлюк Иван Андреевич";"директор";"(495) 911-00-53";"54@prof.educom.ru";"www.ks54.ru";"Запись не подписана";
"001515";"Государственное образовательное учреждение среднего профессионального образования Электромеханический колледж № 55";"ГОУ СПО Электромеханический колледж № 55";"55";"";"2681";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0207";"125438, город Москва, Михалковская улица, дом 52";"3406542";"Курлаев Юрий Андреевич";"директор";"(495) 917-19-56";"55@prof.educom.ru";"www.ek55.ru";"Запись не подписана";
"001516";"Государственное образовательное учреждение среднего профессионального образования Полиграфический колледж № 56";"ГОУ СПО Полиграфический колледж № 56";"56";"";"2690";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0508";"109382, город Москва, Совхозная улица, дом 2";"";"Севальнев Анатолий Николаевич";"директор";"(495) 351-69-70";"56@prof.educom.ru";"k56.mskcollege.ru";"Запись не подписана";
"001517";"Государственное образовательное учреждение среднего профессионального образования Технический пожарно-спасательный колледж № 57";"ГОУ СПО Технический пожарно-спасательный колледж № 57";"57";"";"2602";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0214";"125080, город Москва, Светлый проезд, дом 2а";"2106860";"Манаенков Александр Митрофанович";"директор";"(499) 158-85-15";"57@prof.educom.ru";"www.college57.ru";"Запись не подписана";
"001518";"Государственное образовательное учреждение среднего профессионального образования Колледж художественных ремесел № 59";"ГОУ СПО Колледж художественных ремесел № 59";"59";"";"2668";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0110";"119049, город Москва, 2-й Спасоналивковский переулок, дом 3, строение 6";"2102951";"Лыс Борис Леонидович";"директор";"(495) 951-42-57";"59@prof.educom.ru";"k59.mskcollege.ru";"Запись не подписана";
"001519";"Государственное образовательное учреждение среднего профессионального образования Театрально-художественный колледж № 60";"ГОУ СПО Театрально-художественный колледж № 60";"60";"";"2611";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0201";"125315, город Москва, 1-й Амбулаторный проезд, дом 8 строение 2";"2111973";"Иванов Александр Константинович";"директор";"(495) 152-26-32";"60@prof.educom.ru";"k60.mskcollege.ru";"Запись не подписана";
"001520";"Государственное образовательное учреждение среднего профессионального образования Коммерческо-банковский колледж № 6";"ГОУ СПО Коммерческо-банковский колледж № 6";"6";"";"2670";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0106";"123557, город Москва, Пресненский вал улица, дом 15, строение 1";"4308268";"Аверьянова Лариса Васильевна";"директор";"(495) 607-26-57";"06@prof.educom.ru";"k06.mskcollege.ru";"Запись не подписана";
"001521";"Государственное образовательное учреждение среднего профессионального образования Колледж по подготовке социальных работников № 16";"ГОУ СПО Колледж по подготовке социальных работников № 16";"16";"";"";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0305";"127015, город Москва, Большая Новодмитровская улица, дом 63";"2114154";"Пугаева Юлия Васильевна";"директор";"(499) 760-89-97";"16@prof.educom.ru";"college16.ru";"Запись не подписана";
"001522";"Государственное образовательное учреждение среднего профессионального образования Финансовый колледж № 35";"ГОУ СПО Финансовый колледж № 35";"35";"";"2666";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0606";"115404, город Москва, Липецкая улица, дом 2, корпус 13";"2123689";"Северина Тамара Степановна";"директор";"(495) 327-50-91";"35@prof.educom.ru";"www.credcol.ru";"Запись не подписана";
"001523";"Государственное образовательное учреждение среднего профессионального образования Колледж гостиничного хозяйства ""Царицыно"" № 37";"ГОУ СПО Колледж гостиничного хозяйства ""Царицыно"" № 37";"37";"";"2911";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0616";"115569, город Москва, Шипиловский проезд, дом 37, корпус 1";"2123581";"Седова Наталья Николаевна";"директор";"(495) 391-23-33";"37@prof.educom.ru";"www.collegetsaritsyno.ru";"Запись не подписана";
"001524";"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Гуманитарный колледж информационно-библиотечных технологий № 58";"ГБОУ СПО Библиотечный колледж № 58";"58";"";"2613";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0416";"105215, город Москва, Щёлковское шоссе, дом 52";"2115966";"Толкушкина Ольга Викторовна";"директор";"(495) 461-91-54";"58@prof.educom.ru";"k58.mskcollege.ru";"Запись не подписана";
"001525";"Государственное образовательное учреждение среднего профессионального образования Колледж музыкально-театрального искусства № 61";"ГОУ СПО Колледж музыкально-театрального искусства № 61";"61";"";"2652;3127";"true";"true";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0412";"111672, город Москва, Суздальская улица, дом 40Б";"2122338";"Трацевская Елена Юрьевна";"директор";"(495) 702-33-26";"61@prof.educom.ru";"k61.mskcollege.ru";"Запись не подписана";
"001526";"Государственное образовательное учреждение среднего профессионального образования Московский авиационный вечерний техникум";"ГОУ СПО Московский авиационный вечерний техникум";"";"";"";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0809";"121596, город Москва, улица Горбунова, дом 10, корпус 3";"2119352";"Блаженова Ольга Александровна";"директор";"(495) 448-61-64";"75@prof.educom.ru";"k75.profedu.ru";"Запись не подписана";
"001527";"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский государственный колледж моделирования обуви и маркетинга""";"ГБОУ СПО МГТМОМ";"";"";"";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0403";"107564, город Москва, Краснобогатырская улица, дом 38";"2103794";"Вихлинина Людмила Леонидовна";"директор";"(495) 963-34-55";"69@prof.educom.ru";"k69.mskcollege.ru";"Запись не подписана";
"001528";"Государственное образовательное учреждение среднего профессионального образования Московский колледж мебельной промышленности";"ГОУ СПО Московский колледж мебельной промышленности";"";"";"284";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0216";"125414, город Москва, Клинская улица, дом 8а";"2106906";"Сереженко Петр Андреевич";"директор";"(495) 451-34-10";"65@prof.educom.ru";"mkmp.su";"Запись не подписана";
"001529";"Государственное образовательное учреждение среднего профессионального образования Московский политехнический колледж";"ГОУ СПО Московский политехнический колледж";"";"";"147";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0507";"111250, город Москва, Красноказарменная улица, дом 10а";"2705753";"Петрова Алла Михайловна";"директор";"(495) 361-14-34";"76@prof.educom.ru";"mpc.mskcollege.ru";"Запись не подписана";
"001530";"Государственное образовательное учреждение среднего профессионального образования Московский техникум космического машиностроения";"ГОУ СПО Московский техникум космического машиностроения";"";"";"";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0818";"121309, город Москва, Новозаводская улица, дом 18";"3201799";"Масленников Вячеслав Васильевич";"директор";"(495) 145-89-60";"73@prof.educom.ru";"k73.profedu.ru";"Запись не подписана";
"001531";"Государственное образовательное учреждение среднего профессионального образования Московский политехнический колледж имени Моссовета";"ГОУ СПО Московский политехнический колледж им. Моссовета";"";"";"148";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0202";"125040, город Москва, улица Расковой, дом 4";"2117622";"Ковалева Кэто Шотовна";"директор";"(495) 614-48-28";"mossovet@prof.educom.ru";"k66.mskcollege.ru";"Запись не подписана";
"001532";"Государственное образовательное учреждение среднего профессионального образования Московский государственный техникум технологии, экономики и права имени Л.Б. Красина";"ГОУ СПО МГТТЭП им. Л.Б. Красина";"";"";"";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0106";"123557, город Москва, Большая Грузинская улица, дом 13, строение 1";"2104659";"Ковалев Игорь Вениаминович";"директор";"(495) 254-76-60";"62@prof.educom.ru";"www.teh-krasina.ru";"Запись не подписана";
"001533";"Государственное образовательное учреждение среднего профессионального образования Московский государственный техникум технологий и права";"ГОУ СПО Московский государственный техникум технологий и права";"";"";"29";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0903";"125362, город Москва, Вишнёвая улица, дом 5";"2113709";"Марсов Николай Юрьевич";"директор";"(499) 740-89-66";"77@prof.educom.ru";"mgttip.mskcollege.ru";"Запись не подписана";
"001534";"Государственное образовательное учреждение среднего профессионального образования Московский строительный техникум";"ГОУ СПО Московский строительный техникум";"";"";"152";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0514";"109263, город Москва, улица Шкулёва, дом 13/25, корпус 2";"";"Довгань Владимир Владимирович";"директор";"(495) 178-56-57";"71@prof.educom.ru";"www.building-tech.ru";"Запись не подписана";
"001535";"Государственное образовательное учреждение среднего профессионального образования Московский технико-экономический колледж";"ГОУ СПО Московский технико-экономический колледж";"";"";"288;2135";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0102";"105082, город Москва, Переведеновский переулок, дом 2, строение 4,5";"2106286";"Горшунов Анатолий Павлович";"директор";"(495) 261-14-86";"63@prof.educom.ru";"k63.mskcollege.ru";"Запись не подписана";
"001536";"Государственное образовательное учреждение среднего профессионального образования Московский промышленно-экономический техникум";"ГОУ СПО Московский промышленно-экономический техникум";"";"";"193";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0213";"127083, город Москва, Мирской переулок, дом 5, корпус 2";"2112830";"Расторгуев Павел Васильевич";"директор";"(495) 612-21-87";"70@prof.educom.ru";"mpet.edu.ru";"Запись не подписана";
"001537";"Государственное образовательное учреждение среднего профессионального образования Кунцевский радиомеханический техникум";"ГОУ СПО КРМТ";"";"";"141;3520";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0809";"121471, город Москва, Гвардейская улица, дом 15 корпус 2";"2126582";"Трофимов Андрей Николаевич";"директор";"(495) 446-34-73";"74@prof.educom.ru";"www.krmt74.ru";"Запись не подписана";
"001538";"Государственное образовательное учреждение среднего профессионального образования Московский государственный колледж книжного бизнеса и информационных технологий";"ГОУ СПО МГКБИТ";"";"";"2162";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0205";"125130, город Москва, улица Зои и Александра Космодемьянских, дом 19";"2107049";"Мотин Геннадий Сергеевич";"директор";"(495) 450-03-23";"68@prof.educom.ru";"www.mgkbit.com";"Запись не подписана";
"001539";"Государственное образовательное учреждение среднего профессионального образования Московский технологический колледж";"ГОУ СПО Московский технологический колледж";"";"";"160";"false";"false";"046";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0609";"115114, город Москва, Дербеневская набережная, дом 3";"2118497";"Орлов Сергей Алексеевич";"директор";"(495) 235-46-82";"72@prof.educom.ru";"mtk.mskcollege.ru";"Запись не подписана";
"001540";"Государственное образовательное учреждение среднего профессионального образования Московский вечерний авиационный технологический техникум";"ГОУ СПО Московский вечерний авиационный технологический техникум";"";"";"";"false";"false";"047";"true";"Управление науки и профессионального образования Департамента образования города Москвы";"0102";"105005, город Москва, набережная Академика Туполева, дом 15, строение 4";"";"Свиридова Валентина Ивановна";"директор";"(499) 252-84-71";"80@prof.educom.ru";"k80.mskcollege.ru";"Запись не подписана";
"001541";"Государственное образовательное учреждение среднего профессионального образования города Москвы ""Медицинский колледж № 6 Департамента здравоохранения города Москвы""";"ГОУ СПО ""Медицинский колледж № 6 Департамента здравоохранения города Москвы""";"6";"";"3259";"false";"true";"046";"true";"Департамент здравоохранения";"0307";"129336, город Москва, Таймырская улица, дом 4";"2118805";"Скребушевская Алла Александровна";"директор";"(495) 474-11-00";"mmk6@mosgorzdrav.ru";"www.mmk6.ru";"Запись не подписана";
"001542";"Государственное образовательное учреждение среднего профессионального образования города Москвы ""Медицинский колледж имени С.П. Боткина Департамента здравоохранения города Москвы""";"ГОУ СПО ""Медицинский колледж имени С.П. Боткина Департамента здравоохранения города Москвы""";"";"";"3382";"false";"false";"046";"true";"Департамент здравоохранения";"0202";"125284, город Москва, 2-й Боткинский проезд, дом 5, корпус 28";"2117262";"Тарабанько Людмила Васильевна";"директор";"(495) 945-82-12";"mkb@mosgorzdrav.ru";"www.mmkbotkina.ru";"Запись не подписана";
"001543";"Государственное образовательное учреждение среднего профессионального образования города Москвы ""Медицинский колледж № 3 Департамента здравоохранения города Москвы""";"ГОУ СПО города Москвы ""Медицинский колледж № 3 Департамента здравоохранения города Москвы""";"3";"";"3082";"false";"true";"046";"true";"Департамент здравоохранения";"0413";"111123, город Москва, Новогиреевская улица, дом 3";"2122257";"Пирогова Вера Сергеевна";"директор";"(495) 304-43-35";"mmu12@mosgorzdrav.ru";"www.mmk3.ru";"Запись не подписана";
"001544";"Государственное образовательное учреждение среднего профессионального образования города Москвы Медицинский колледж № 1 Департамента здравоохранения города Москвы";"ГОУ СПО города Москвы Медицинский колледж № 1 Департамента здравоохранения города Москвы";"1";"";"74";"false";"true";"046";"true";"Департамент здравоохранения";"0215";"125206, город Москва, Чуксин тупик, дом 6";"2110289";"Мухина Светлана Анатольевна";"директор";"(495) 611-52-44";"mmk1@mosgorzdrav.ru";"www.medcollege.ru";"Запись не подписана";
"001545";"Государственное образовательное учреждение среднего профессионального образования города Москвы Медицинское училище № 8 Департамента здравоохранения города Москвы";"ГОУ СПО города Москвы Медицинское училище № 8 Департамента здравоохранения города Москвы";"8";"";"88";"false";"true";"047";"true";"Департамент здравоохранения";"0108";"103006, город Москва, Успенский переулок, дом 4-8, строение 4";"";"Никитина Людмила Константиновна";"директор";"(495) 699-63-12";"mmu8@mosgorzdrav.ru";"www.mu8.ru";"Запись не подписана";
"001546";"Государственное образовательное учреждение среднего профессионального образования города Москвы Медицинское училище № 19 Департамента здравоохранения города Москвы";"ГОУ СПО города Москвы Медицинское училище № 19 Департамента здравоохранения города Москвы";"19";"";"156";"false";"true";"047";"true";"Департамент здравоохранения";"0403";"107150, город Москва, Ивантеевская улица, дом 25, строение 2";"";"Лаврова Татьяна Ивановна";"директор";"(495) 160-97-15";"mmu19@mosgorzdrav.ru";"www.mu19.ru";"Запись не подписана";
"001547";"Государственное образовательное учреждение среднего профессионального образования города Москвы Фармацевтическое училище № 10 Департамента здравоохранения города Москвы";"ГОУ СПО города Москвы Фармацевтическое училище № 10 Департамента здравоохранения города Москвы";"10";"";"93";"false";"false";"047";"true";"Департамент здравоохранения";"0805";"121059, город Москва, 1-я Бородинская улица, дом 2";"2127729";"Мурадова Людмила Ивановна";"директор";"(499) 243-02-85";"mfu10@mosgorzdrav.ru";"mfu10.ru";"Запись не подписана";
"001548";"Государственное образовательное учреждение среднего профессионального образования Медицинское училище № 30 Департамента здравоохранения города Москвы";"ГОУ СПО города Москвы Медицинское училище № 30 Департамента здравоохранения города Москвы";"30";"";"222";"false";"true";"047";"true";"Департамент здравоохранения";"0417";"105118, город Москва, 9-я улица Соколиной Горы, дом 3А";"2115961";"Суханов Сергей Викторович";"директор";"(495) 365-19-85";"mmu30@mosgorzdrav.ru";"www.mu30.ru";"Запись не подписана";
